"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.zeroInductor.i0","cRun.v","cStart.v","loadInertia.phi","loadInertia.w"
0.2621,-0.167002149784617,-0.0849869190397951,-0.538344916831039,0.134111667808617,-5.24947628012706e-10,4.50442505441037,4.49536939134738,2.3813896856246,27.6645472710934
0.26215,-0.166961201576841,-0.0863261582468419,-0.537003057389901,0.129283399593734,-5.22521420117239e-10,7.09044082356663,7.08139468147623,2.38277364003266,27.6936156152393
0.2622,-0.166909970154789,-0.087656412019838,-0.535539322693376,0.124440179268679,-5.20106528066195e-10,9.6734155569399,9.66438116503812,2.38415904587596,27.722604121558
0.26225,-0.166848405123035,-0.0889774118357198,-0.533954143307149,0.11958317317177,-5.17702807455211e-10,12.2527127575154,12.2436923419882,2.38554589907529,27.7515093960625
0.2623,-0.166776457075706,-0.0902888918505232,-0.532247979444871,0.114713550960183,-5.15310267608255e-10,14.8276968718875,14.8186926553424,2.38693419538526,27.7803281117057
0.26235,-0.166694077638125,-0.09159058889271,-0.530421320198952,0.10983248521802,-5.12929428802653e-10,17.3977334469016,17.3887476478322,2.38832393040341,27.8090570055386
0.2624,-0.166601219422154,-0.0928822427533113,-0.528474685763741,0.104941151539062,-5.10560156505738e-10,19.9621892940696,19.9532241262783,2.38971509955353,27.8376928935547
0.26245,-0.166497836101702,-0.0941635960627454,-0.526408625491856,0.100040727948571,-5.08202616353252e-10,22.5204326431374,22.5114903151916,2.39110769810486,27.8662326609065
0.2625,-0.166383882443133,-0.0954343943061786,-0.524223717427644,0.0951323945879571,-5.05856435396778e-10,25.0718332819176,25.0629159966151,2.39250172117769,27.8946732604099
0.26255,-0.166259314310881,-0.0966943859526599,-0.521920568849481,0.090217333510422,-5.03521138840359e-10,27.6157627289381,27.6068726827601,2.39389716374179,27.9230117177715
0.2626,-0.16612408866888,-0.0979433226017364,-0.519499816973407,0.0852967284968933,-5.01196697474476e-10,30.1515944097686,30.1427337923188,2.39529402061367,27.9512451378519
0.26265,-0.165978163631769,-0.0991809589223398,-0.516962127739539,0.0803717646306929,-4.98882759611763e-10,32.6787037896813,32.6698747831461,2.39669228646831,27.9793706986224
0.2627,-0.165821498511313,-0.100407052578191,-0.514308194597467,0.0754436279204877,-4.96579443612477e-10,35.1964684764812,35.1876732551123,2.39809195584927,28.007385644437
0.26275,-0.165654053785666,-0.101621364563142,-0.511538740750549,0.0705135052311883,-4.94286397233897e-10,37.7042684805133,37.6955092100659,2.39949302315695,28.0352873032906
0.2628,-0.165475791149655,-0.102823659115584,-0.508654517821029,0.0655825838844042,-4.92003269730808e-10,40.2014863192863,40.192765156482,2.40089548265982,28.0630730794227
0.26285,-0.165286673541981,-0.104013703747805,-0.505656305506011,0.0606520513561698,-4.89729839576359e-10,42.6875071615438,42.6788262535383,2.40229932849918,28.0907404526737
0.2629,-0.165086665189847,-0.105191269152154,-0.502544910275739,0.0557230949249625,-4.87466829932265e-10,45.1617189059365,45.1530803898112,2.40370455469857,28.118286970765
0.26295,-0.164875731579172,-0.106356129613642,-0.499321168049303,0.0507969015452158,-4.85214018921688e-10,47.6235125195973,47.6149185217986,2.40511115515274,28.145710270734
0.263,-0.164653839517498,-0.107508062797101,-0.495985941946862,0.0458746574363724,-4.82971656086914e-10,50.0722820582713,50.0637346940912,2.40651912364218,28.1730080643455
0.26305,-0.164420957155721,-0.10864684979095,-0.492540122103164,0.0409575478105593,-4.80739565318997e-10,52.5074248077596,52.498926180819,2.40792845383625,28.2001781383769
0.2631,-0.164177054014934,-0.109772275129182,-0.488984625284969,0.0360467565772322,-4.78516936522848e-10,54.9283414198755,54.9198936216135,2.40933913929773,28.2272183535942
0.26315,-0.163922100986301,-0.110884127068073,-0.485320396371876,0.0311434660885753,-4.76304050125586e-10,57.3344362100654,57.3260413191991,2.41075117348011,28.2541266580718
0.2632,-0.163656070376869,-0.111982197429014,-0.481548406663044,0.0262488568154742,-4.74100709196122e-10,59.7251171796545,59.7167772616693,2.41216454973728,28.2809010760776
0.26325,-0.163378935937259,-0.113066281555521,-0.477669653092418,0.0213641070811775,-4.71907573551476e-10,62.0997960936933,62.0915132003481,2.41357926132826,28.3075397036186
0.2633,-0.163090672874622,-0.114136178532513,-0.473685159204471,0.0164903927517827,-4.69725086282599e-10,64.457888761691,64.4496649305026,2.41499530141807,28.3340407182598
0.26335,-0.162791257876183,-0.115191691242579,-0.469595975018236,0.0116288869441636,-4.67553413956755e-10,66.7988151962603,66.7906524499894,2.41641266308143,28.3604023800165
0.2634,-0.162480669139936,-0.116232626312181,-0.465403176141016,0.00678075974577835,-4.65393071043516e-10,69.1219996893011,69.1139000354541,2.41783133930828,28.386623026221
0.26345,-0.162158886402709,-0.11725879394777,-0.461107862241256,0.0019471780063879,-4.63242393770568e-10,71.4268707799212,71.4188362102802,2.41925132300873,28.4127010608114
0.2635,-0.161825890953217,-0.118270008432261,-0.45671115971083,-0.00287069511253347,-4.61101842393024e-10,73.71286179058,73.70489428068,2.42067260701387,28.4386349784935
0.26355,-0.161481665664132,-0.119266087858185,-0.452214219466064,-0.00767170031850946,-4.5897106185828e-10,75.9794107107981,75.9715122194455,2.42209518408175,28.464423348516
0.2636,-0.161126195014121,-0.120246854189865,-0.447618216863297,-0.012454682474456,-4.56849885885123e-10,78.2259603575102,78.2181328263016,2.4235190469007,28.4900648159527
0.26365,-0.160759465110195,-0.121212133170043,-0.442924350661044,-0.0172184908093578,-4.54739465794659e-10,80.4519583935415,80.4442037464018,2.42494418809279,28.5155580949463
0.2637,-0.160381463717435,-0.122161754723567,-0.438133844941413,-0.0219619794194938,-4.52639247950182e-10,82.6568578203702,82.6491779630512,2.42637060021883,28.5409019871887
0.26375,-0.159992180279175,-0.12309555270921,-0.433247947149208,-0.026684007389414,-4.50549334955412e-10,84.8401168492307,84.8325136688471,2.42779827578141,28.5660953672975
0.2638,-0.159591605936302,-0.124013364915799,-0.428267927629595,-0.031383439030714,-4.48469479468689e-10,87.0011989945323,86.9936743591055,2.42922720722766,28.591137180873
0.26385,-0.159179733554077,-0.124915033144637,-0.423195079618541,-0.0360591442058526,-4.46399260050327e-10,89.1395732645569,89.1321290225575,2.43065738695366,28.616026446553
0.2639,-0.158756557755675,-0.12580040341633,-0.418030719926699,-0.0407099987515257,-4.44338706433166e-10,91.2547144824615,91.2473524623368,2.4320888073104,28.6407622640875
0.26395,-0.158322074935981,-0.126669325811469,-0.412776187582632,-0.0453348846089419,-4.42287602176321e-10,93.3461032237501,93.3388252334773,2.43352146060535,28.6653438046984
0.264,-0.157876283269876,-0.127521654356786,-0.407432842802027,-0.0499326899484569,-4.40245596019818e-10,95.4132257831776,95.4060336098357,2.43495533910278,28.6897703041787
0.26405,-0.157419182764417,-0.128357247358375,-0.40200206826811,-0.0545023097566654,-4.38212325398745e-10,97.4555746552222,97.4484700645373,2.43639043503379,28.7140410762793
0.2641,-0.156950775272182,-0.129175967318344,-0.39648526823975,-0.0590426460034473,-4.36187362099384e-10,99.4726485407242,99.4656332766312,2.4378267405978,28.7381555070534
0.26415,-0.156471064508701,-0.129977680902165,-0.390883867929364,-0.0635526078569284,-4.34170298804446e-10,101.463952409802,101.457028194017,2.4392642479649,28.7621130515638
0.2642,-0.155980056047491,-0.1307622587586,-0.385199312186485,-0.0680311117056451,-4.32162416125387e-10,103.428997377917,103.422165909534,2.44070294927355,28.7859132244962
0.26425,-0.155477757407473,-0.131529576027671,-0.379433067526628,-0.072477082018385,-4.30163286771459e-10,105.367301427023,105.36056438207,2.44214283664785,28.8095556201266
0.2643,-0.154964178030102,-0.132279512017637,-0.373586620108743,-0.0768894511988863,-4.28173249084337e-10,107.278389108904,107.271748139937,2.44358390219144,28.8330398967388
0.26435,-0.15443932930093,-0.133011950239415,-0.367661475479742,-0.0812671598581104,-4.26192447475623e-10,109.161791679896,109.155248415599,2.44502613799082,28.856365776574
0.2644,-0.153903224559375,-0.13372677835281,-0.361659157889844,-0.0856091569793291,-4.24220467914617e-10,111.01704712736,111.01060317215,2.44646953611626,28.8795330420148
0.26445,-0.153355879176721,-0.134423888508052,-0.355581211406918,-0.0899144006391953,-4.22257950317993e-10,112.843700714174,112.837357647792,2.44791408863671,28.9025415474184
0.2645,-0.152797310531719,-0.135103177094056,-0.349429198330894,-0.0941818578944428,-4.20305234056802e-10,114.641304745811,114.635064122937,2.44935978761369,28.9253912074642
0.26455,-0.152227538012866,-0.135764544677136,-0.343204698522904,-0.0984105049066175,-4.18362160880525e-10,116.40941857399,116.403281923873,2.45080662510077,28.9480819935674
0.2646,-0.151646583071475,-0.136407896164402,-0.336909309663821,-0.102599327440605,-4.16428603878912e-10,118.147608919931,118.141577746008,2.45225459315324,28.9706139381651
0.26465,-0.151054469259669,-0.13703314089644,-0.330544647213129,-0.106747321249956,-4.14504737429087e-10,119.85545009895,119.849525878472,2.45370368383461,28.992987136445
0.2647,-0.150451222220367,-0.137640192514499,-0.324112343412289,-0.1108534921012,-4.12590481222674e-10,121.532523930469,121.526708114137,2.45515388921369,29.0152017399256
0.26475,-0.14983686965515,-0.13822896877245,-0.317614046131078,-0.114916855660871,-4.10685992411696e-10,123.178419549647,123.172713561275,2.45660520135771,29.0372579489717
0.2648,-0.149211441456887,-0.138799391989365,-0.311051420217659,-0.118936438541954,-4.08791080401507e-10,124.792734171135,124.787139407283,2.45805761235684,29.0591560259116
0.26485,-0.148574969663691,-0.139351388798827,-0.304426146083809,-0.122911278087879,-4.06905539566691e-10,126.375072812118,126.369590641754,2.45951111431459,29.0808962853403
0.2649,-0.147927488475908,-0.139884890152618,-0.297739919301519,-0.126840422605742,-4.0502912199227e-10,127.925048388554,127.919680152715,2.46096569935037,29.1024790928251
0.26495,-0.147269034225376,-0.140399831160489,-0.290994449599141,-0.130722931276811,-4.0316161662621e-10,129.442281556411,129.437028567896,2.46242135959314,29.1239048588663
0.265,-0.146599645523667,-0.140896151532978,-0.284191462042794,-0.134557875270011,-4.01302596211544e-10,130.926401497904,130.921265040928,2.46387808720802,29.1451740499924
0.26505,-0.145919363184191,-0.141373795260083,-0.277332695443962,-0.138344337334144,-3.99451596783145e-10,132.377045511635,132.372026841524,2.46533587438133,29.1662871780831
0.2651,-0.145228230230689,-0.141832710596925,-0.270419901912532,-0.142081411980612,-3.97608338307111e-10,133.793859074222,133.788959417108,2.46679471332176,29.1872447988731
0.26515,-0.144526291916822,-0.142272850071575,-0.263454846458754,-0.145768205731213,-3.95772714702655e-10,135.176495945788,135.171716498317,2.46825459626329,29.2080475106475
0.2652,-0.143813595823873,-0.142694170723506,-0.256439307363211,-0.149403837870979,-3.93944175496924e-10,136.524618656503,136.519960585529,2.46971551548189,29.22869595854
0.26525,-0.143090191800753,-0.143096633876545,-0.2493750749966,-0.152987440181636,-3.92122335444061e-10,137.837898223989,137.833362666292,2.47117746328444,29.2491908275206
0.2653,-0.142356131931939,-0.143480205018577,-0.242263951051278,-0.156518156870747,-3.90308655939721e-10,139.116014030444,139.111602092465,2.47264043200316,29.2695328388042
0.26535,-0.14161147064955,-0.143844854050296,-0.235107748871175,-0.159995145397445,-3.88504010063854e-10,140.358654348236,140.354367105799,2.47410441401407,29.2897227533058
0.2654,-0.14085626473269,-0.144190555239508,-0.227908292889796,-0.163417576593321,-3.86709159215648e-10,141.565516352698,141.561354850744,2.4755694017365,29.3097613692453
0.26545,-0.140090573289119,-0.144517287129932,-0.2206674179322,-0.166784634673214,-3.84925501257867e-10,142.73630605518,142.732271307517,2.47703538762964,29.3296495188747
0.2655,-0.139314457673186,-0.144825032313729,-0.213386968182172,-0.170095516865956,-3.83148833226408e-10,143.870737975187,143.866830964254,2.47850236417937,29.3493880636894
0.26555,-0.138527981717111,-0.145113777932007,-0.206068798120764,-0.173349434948934,-3.81380861884468e-10,144.968536150919,144.964757827532,2.47997032393488,29.3689779005337
0.2656,-0.137731211592561,-0.145383515312013,-0.198714771114168,-0.176545614533769,-3.79621037223005e-10,146.029433566473,146.025784849597,2.4814392594864,29.3884199545912
0.26565,-0.136924215834026,-0.145634239988634,-0.191326759066523,-0.179683295340073,-3.77869111220446e-10,147.05317227817,147.049654054701,2.48290916346885,29.4077151785033
0.2657,-0.136107065299617,-0.145865951585563,-0.183906641707279,-0.182761731091996,-3.76126264938602e-10,148.039503278399,148.036116402955,2.48438002855583,29.4268645496169
0.26575,-0.135279833349681,-0.146078654154875,-0.176456306982975,-0.185780190709754,-3.74391429648651e-10,148.988187244405,148.984932539107,2.48585184748655,29.4458690719445
0.2658,-0.134442595725403,-0.146272355885224,-0.168977649927857,-0.188737957717518,-3.72664227437045e-10,149.898994068209,149.895872322484,2.48732461304731,29.4647297716338
0.26585,-0.133595430529624,-0.146447069038154,-0.161472572125114,-0.19163433026647,-3.70944368264345e-10,150.77170281405,150.76871478445,2.48879831806901,29.4834476954326
0.2659,-0.132738418283598,-0.146602810022453,-0.153942981431977,-0.194468621596829,-3.69231528721377e-10,151.606101963841,151.603248373853,2.49027295543523,29.502023909484
0.26595,-0.131871642004153,-0.14673959950745,-0.146390791786078,-0.197240160618885,-3.67525177650811e-10,152.401989741744,152.399271281617,2.49174851809335,29.5204594983203
0.266,-0.130995187126115,-0.146857462241045,-0.138817922396213,-0.199948291591534,-3.65824804650045e-10,153.159173838718,153.156591165295,2.49322499904331,29.5387555623433
0.26605,-0.130109141419647,-0.146956426878249,-0.131226297025505,-0.202592373782,-3.64131919872118e-10,153.877471136042,153.875024872609,2.49470239132678,29.5569132164795
0.2661,-0.129213595192452,-0.147036526300512,-0.123617844113782,-0.205171782758669,-3.62446723240433e-10,154.556708484645,154.554399220775,2.49618068805452,29.5749335884257
0.26615,-0.128308641203121,-0.147097797432811,-0.115994496023405,-0.207685910025525,-3.60769779023885e-10,155.196722409622,155.194550701037,2.49765988239474,29.5928178170316
0.2662,-0.127394374648143,-0.14714028119091,-0.108358188520445,-0.210134163080442,-3.59101799808682e-10,155.797359090702,155.795325459137,2.4991399675715,29.6105670507754
0.26625,-0.126470893061683,-0.147164022292511,-0.100710860078004,-0.21251596498031,-3.57440448865581e-10,156.358474032176,156.356578965264,2.50062093685224,29.6281824472173
0.2663,-0.125538296580133,-0.147169069646849,-0.0930544519746611,-0.214830755973243,-3.55786961138737e-10,156.879933039858,156.878176991002,2.50210278358144,29.6456651689159
0.26635,-0.124596687757883,-0.147155476030581,-0.0853909074033839,-0.217077992586578,-3.54141267692252e-10,157.361611588132,157.359994976403,2.50358550115735,29.6630163835747
0.2664,-0.12364617156846,-0.147123298065282,-0.0777221710273251,-0.219257147768759,-3.52503385928346e-10,157.803394857954,157.801918067996,2.50506908303278,29.6802372628464
0.26645,-0.122686855384922,-0.147072596158404,-0.0700501884701614,-0.221367710911978,-3.50873493245476e-10,158.2051776973,158.203841079235,2.50655352271284,29.6973289811227
0.2665,-0.121718849148873,-0.147003434719366,-0.0623769060824103,-0.223409188933602,-3.49251275690976e-10,158.566865236584,158.565669105931,2.50803881377519,29.7142927110639
0.26655,-0.120742265225299,-0.146915881917398,-0.0547042702480197,-0.225381105594132,-3.47636484157685e-10,158.888372413168,158.887317050767,2.50952494985297,29.7311296245595
0.2666,-0.119757218342848,-0.14681000957619,-0.04703422688521,-0.227283001299068,-3.4602935213362e-10,159.169623802772,159.168709454726,2.51101192462884,29.7478408929233
0.26665,-0.118763825712625,-0.146685893302963,-0.0393687210610863,-0.229114433893551,-3.4442992273097e-10,159.410554048961,159.409780926576,2.51249973184818,29.7644276824871
0.2667,-0.117762207042482,-0.146543612477502,-0.0317096965237283,-0.230874978874837,-3.42837970572004e-10,159.611107940162,159.610476219898,2.51398836532082,29.7808911527241
0.26675,-0.116752484464364,-0.146383250124696,-0.0240590951656485,-0.23256422912042,-3.41253418568944e-10,159.771240193445,159.770750016877,2.51547781891332,29.7972324564779
0.2668,-0.115734782390002,-0.146204892709441,-0.0164188565365216,-0.234181794221919,-3.39676462251912e-10,159.890915011301,159.890566485094,2.51696808653481,29.813452742968
0.26685,-0.114709227823624,-0.146008630491813,-0.00879091741665208,-0.235727302350907,-3.38107078266176e-10,159.970107138218,159.969900334099,2.51845916216868,29.8295531467766
0.2669,-0.113675950150042,-0.145794557235866,-0.00117721130210194,-0.237200399217413,-3.36545362692353e-10,160.008801193036,160.008736147781,2.51995103985148,29.8455347927446
0.26695,-0.112635081144195,-0.145562770194409,0.00642033205457931,-0.238600748256218,-3.34991328981711e-10,160.006991731489,160.007068446923,2.52144371367428,29.8613987943219
0.267,-0.111586754871571,-0.145313369966082,0.0139997870823747,-0.239928030209511,-3.33444465694727e-10,159.964682955169,159.964901398169,2.52293717777378,29.8771462555931
0.26705,-0.110531107944973,-0.145046460755854,0.0215592329786667,-0.24118194467835,-3.3190490444061e-10,159.881889564877,159.882249667379,2.52443142635602,29.8927782605629
0.2671,-0.109468279316614,-0.144762150109114,0.0290967541040803,-0.242362209106788,-3.30372509779815e-10,159.75863612144,159.759137780467,2.52592645367746,29.9082958790366
0.26715,-0.108398410246326,-0.144460548852522,0.0366104404069587,-0.243468558739523,-3.28847264970115e-10,159.59495697732,159.595600055008,2.52742225404296,29.9237001665805
0.2672,-0.107321644323492,-0.144141771085921,0.0440983879283543,-0.244500746875722,-3.27329210974497e-10,159.390896373878,159.391680697515,2.52891882180769,29.9389921620644
0.26725,-0.106238127586396,-0.143805934275615,0.0515586994010432,-0.245458545660497,-3.25818187986467e-10,159.146508845225,159.1474342073,2.53041615138712,29.9541728812619
0.2673,-0.10514800837642,-0.143453159071785,0.0589894845926615,-0.246341745413007,-3.24314114451189e-10,158.861858787647,158.862924945902,2.5319142372451,29.9692433211772
0.26735,-0.104051437230116,-0.143083569177431,0.0663888606113248,-0.247150154162812,-3.22817046387253e-10,158.537020156001,158.538226833499,2.53341307388634,29.9842044634174
0.2674,-0.102948567074813,-0.142697291503234,0.0737549526866607,-0.24788359886334,-3.21326973597415e-10,158.172077096137,158.17342398133,2.53491265587078,29.9990572638631
0.26745,-0.101839553146562,-0.142294456057691,0.0810858945353474,-0.248541925071382,-3.19843894024504e-10,157.767123719028,157.768610465842,2.53641297780763,30.0138026547216
0.2675,-0.100724552933449,-0.141875195862264,0.0883798287594801,-0.249124996766617,-3.18367828967314e-10,157.322263953827,157.323890181751,2.53791403435135,30.0284415454838
0.26755,-0.0996037260172407,-0.141439646782574,0.0956349070116583,-0.249632695607015,-3.16898410615141e-10,156.837611094232,156.839376388412,2.53941582019165,30.042974828977
0.2676,-0.0984772343988135,-0.140987947779145,0.102849291144671,-0.250064922864741,-3.15435686524171e-10,156.313288815881,156.315192727231,2.54091833007418,30.0574033640396
0.26765,-0.0973452422410018,-0.140520240650944,0.110021153187836,-0.250421598134521,-3.13979539042784e-10,155.749430421157,155.751472466473,2.54242155878405,30.0717279862622
0.2677,-0.0962079158635119,-0.140036670002416,0.117148675805086,-0.250702659437151,-3.12529723053551e-10,155.14617885304,155.148358515122,2.54392550114594,30.0859495067406
0.26775,-0.0950654236706797,-0.139537383152609,0.124230052614128,-0.250908062950758,-3.11085746741962e-10,154.503686504917,154.506003232698,2.54543015201997,30.1000687140862
0.2678,-0.0939179363613813,-0.139022530267483,0.131263489218309,-0.251037784312607,-3.09647317115784e-10,153.822115877218,153.824569085909,2.54693550631286,30.1140863619788
0.26785,-0.0927656267216763,-0.138492264162167,0.138247203184451,-0.25109181759826,-3.08213950326291e-10,153.101638981704,153.104228052942,2.54844155896646,30.1280031780999
0.2679,-0.0916086695544139,-0.137946740219584,0.145179424313718,-0.251070175059365,-3.06786519523993e-10,152.342437160462,152.345161442462,2.5499483049548,30.1418198663127
0.26795,-0.0904472417552791,-0.137386116409622,0.152058395383188,-0.250972887683733,-3.05365930157956e-10,151.544701337495,151.547560145214,2.55145573928703,30.155537100835
0.268,-0.0892815223519387,-0.136810553281982,0.158882372775381,-0.250800005548729,-3.03952314311746e-10,150.708632160862,150.711624776176,2.5529638570088,30.1691555223978
0.26805,-0.0881116923786176,-0.136220213841621,0.165649626607761,-0.250551597252527,-3.02546540480004e-10,149.834439656656,149.837565328544,2.55447265319631,30.182675743256
0.2681,-0.0869379347201756,-0.135615263415369,0.172358440681532,-0.250227749166374,-3.01146680048098e-10,148.922342797454,148.925600742174,2.55598212295073,30.196098354191
0.26815,-0.0857604343832395,-0.134995869788028,0.179007113967431,-0.249828567101753,-2.99753351399673e-10,147.972570324097,147.975959725393,2.5574922614069,30.2094239075861
0.2682,-0.08457937830262,-0.1343622030424,0.185593960438227,-0.249354175351461,-2.98366599263234e-10,146.985360202535,146.988880211843,2.55900306372608,30.2226529264622
0.26825,-0.0833949553100407,-0.133714435504575,0.192117309465661,-0.248804716646447,-2.9698633195861e-10,145.960959557981,145.964609294636,2.5605145250946,30.2357859044855
0.2683,-0.0822073559926521,-0.133052741626843,0.198575505770367,-0.248180351483709,-2.95613290829019e-10,144.899624287768,144.903402839224,2.5620266407197,30.2488233122952
0.26835,-0.0810167729655292,-0.132377298102154,0.204966911070272,-0.247481259818769,-2.94247122127973e-10,143.801619880168,143.805526302232,2.56353940583523,30.2617655800323
0.2684,-0.0798234006218262,-0.13168828368552,0.211289903592301,-0.246707639775377,-2.92887813409769e-10,142.667220711329,142.671254028394,2.56505281569483,30.2746131098782
0.26845,-0.078627435094905,-0.130985879139542,0.217542878413437,-0.245859707560705,-2.91535136658118e-10,141.496709961035,141.500869166325,2.56656686557095,30.2873662764907
0.2685,-0.0774290742284283,-0.13027026717948,0.223724247870163,-0.244937697430725,-2.90188635918009e-10,140.290379550508,140.294663606323,2.56808155075329,30.3000254269107
0.26855,-0.0762285177105388,-0.129541632497807,0.229832442730075,-0.243941862604443,-2.8884807380674e-10,139.0485305553,139.052938393286,2.56959686654952,30.3125908708583
0.2686,-0.0750259668884618,-0.128800161633942,0.235865911879062,-0.242872474330111,-2.8751298430147e-10,137.771472692889,137.776003214299,2.57111280828168,30.3250628897462
0.26865,-0.0738216246610037,-0.128046042891241,0.24182312229929,-0.241729821391376,-2.86184102212469e-10,136.459524037404,136.464176113368,2.57262937128494,30.3374417412077
0.2687,-0.0726156956070348,-0.127279466346461,0.247702560306368,-0.240514211002184,-2.84861644514279e-10,135.113011413959,135.117783885769,2.57414655090654,30.3497276496268
0.26875,-0.0714083859312407,-0.126500623784972,0.253502731831221,-0.239225968629244,-2.83545568777246e-10,133.732270266307,133.737161945708,2.57566434250416,30.3619208074862
0.2688,-0.0701999033704877,-0.125709708620181,0.25922216249442,-0.237865437583077,-2.82236208235988e-10,132.317644410983,132.32265408047,2.57718274144436,30.3740213790472
0.26885,-0.068990457012764,-0.124906915791187,0.264859397117494,-0.236432978078535,-2.80932617720613e-10,130.86948554076,130.874611953867,2.57870174310254,30.386029509229
0.2689,-0.0677802575966076,-0.124092441814926,0.270413002060048,-0.234928969166888,-2.79635302860553e-10,129.388154109173,129.393395990799,2.58022134285863,30.3979453039724
0.26895,-0.0665695172418547,-0.123266484653162,0.275881564230198,-0.233353807272205,-2.78344304309066e-10,127.87401858027,127.879374626993,2.58174153609761,30.4097688443488
0.269,-0.06535844943502,-0.122429243665493,0.281263691559817,-0.231707906243766,-2.77059381792101e-10,126.327455410432,126.332924290829,2.58326231820828,30.4215001855465
0.26905,-0.0641472689184651,-0.121580919534335,0.286558012890838,-0.229991696829285,-2.75779433387528e-10,124.748848753699,124.754429108672,2.58478368458325,30.4331393615511
0.2691,-0.0629361918824241,-0.120721714262905,0.291763179836419,-0.228205627992979,-2.74504224416335e-10,123.138591037032,123.144281480156,2.58630563061296,30.4446863719663
0.26915,-0.0617254357442194,-0.119851831073694,0.296877865950277,-0.226350165719019,-2.73232968222201e-10,121.497082349814,121.502881467678,2.58782815168788,30.4561411931783
0.2692,-0.0605152190796689,-0.118971474350668,0.301900766830647,-0.224425792730887,-2.71966129166642e-10,119.824730270212,119.830636622768,2.58935124319865,30.4675037804749
0.26925,-0.0593057616349415,-0.118080849589384,0.306830600843043,-0.222433008718987,-2.70704476943507e-10,118.121949923103,118.127962044017,2.59087490053304,30.4787740655358
0.2693,-0.0580972843726148,-0.117180163352263,0.311666110091203,-0.220372330781468,-2.69447504572965e-10,116.389164136359,116.395280533388,2.5923991190719,30.4899519519368
0.26935,-0.0568900093227995,-0.116269623194374,0.316406059973563,-0.218244292649886,-2.68195472948302e-10,114.626803036483,114.633022191841,2.59392389419121,30.5010373219743
0.2694,-0.0556841594484186,-0.115349437603645,0.321049238738631,-0.216049443981754,-2.66948653551159e-10,112.835303683663,112.841624054385,2.59544922126537,30.5120300424764
0.26945,-0.0544799588072734,-0.114419815954151,0.325594459462849,-0.213788351558518,-2.65707623873043e-10,111.015110563784,111.02153058212,2.59697509565686,30.5229299538734
0.2695,-0.0532776324137092,-0.113480968442956,0.330040559603619,-0.211461598560478,-2.64473161646177e-10,109.166675213384,109.17319328719,2.59850151271924,30.5337368762624
0.26955,-0.0520774061725517,-0.112533106032276,0.334386401123753,-0.209069784301772,-2.632459908466e-10,107.290456052972,107.297070566102,2.60002846779712,30.5444506113577
0.2696,-0.0508795067315535,-0.11157644039825,0.338630869861757,-0.206613523422696,-2.62024440016327e-10,105.386917983258,105.393627295948,2.60155595623112,30.5550709488284
0.26965,-0.0496841616894139,-0.110611183860176,0.342772878112086,-0.204093447432248,-2.6080954985533e-10,103.456533014326,103.463335463622,2.60308397334218,30.5655976532999
0.2697,-0.0484915993662993,-0.109637549332132,0.346811363270189,-0.201510203362077,-2.59601310133045e-10,101.499779624145,101.50667352431,2.60461251444106,30.5760304751807
0.26975,-0.0473020487613977,-0.108655750270146,0.350745288113971,-0.198864453644864,-2.58399765321352e-10,99.5171426591286,99.5241263020528,2.60614157482774,30.5863691511806
0.2698,-0.0461157394831465,-0.107666000618546,0.35457364085929,-0.196156875816793,-2.5720510146125e-10,97.5091131558246,97.5161848114427,2.60767114979202,30.5966134063699
0.26985,-0.0449329018488937,-0.106668514727646,0.358295436919011,-0.193388163379632,-2.56016957581483e-10,95.4761886593033,95.4833465760381,2.60920123460206,30.6067629474935
0.2699,-0.0437537667082031,-0.105663507318188,0.361909717883497,-0.19055902477144,-2.54835001899744e-10,93.4188727314161,93.4261151366079,2.61073182451274,30.616817470549
0.26995,-0.0425785653530898,-0.104651193441542,0.365415551278559,-0.187670182909305,-2.5365901194174e-10,91.3376747108783,91.3449998112121,2.61226291476886,30.6267766635927
0.27,-0.0414075295558892,-0.103631788396354,0.36881203180925,-0.184722375653674,-2.52488576742618e-10,89.2331098538101,89.2405158357635,2.61379450059687,30.6366402035568
0.27005,-0.0402408915352821,-0.102605507667048,0.37209828179195,-0.18171635575978,-2.51323036831957e-10,87.1056992608888,87.113184291189,2.61532657720269,30.6464077565098
0.2701,-0.0390788838487602,-0.101572566884674,0.375273450755311,-0.178652890303905,-2.50161667686508e-10,84.9559695860181,84.9635318120934,2.61685913977605,30.6560789814446
0.27015,-0.0379217392495159,-0.100533181816526,0.378336714468791,-0.175532759813816,-2.49005756712015e-10,82.7844526332122,82.7920901836289,2.61839218349975,30.6656535352327
0.2702,-0.0367696908447313,-0.0994875682135492,0.381287277857101,-0.172356759668921,-2.47854676634812e-10,80.5916858659308,80.5993968508791,2.61992570352737,30.6751310646466
0.27025,-0.0356229719077284,-0.0984359418173647,0.384124373487017,-0.169125698902402,-2.46708488083289e-10,78.3782118697802,78.3859943815367,2.62145969499683,30.6845112133452
