"time","delay.inertialDelaySensitive[1].x","delay.inertialDelaySensitive[1].y","delay.inertialDelaySensitive[2].x","delay.inertialDelaySensitive[2].y","delay.inertialDelaySensitive[3].x","delay.inertialDelaySensitive[3].y"
1.72,4,1,4,1,4,1
1.722,4,1,4,1,4,1
1.724,4,1,4,1,4,1
1.726,4,1,4,1,4,1
1.728,4,1,4,1,4,1
1.73,4,1,4,1,4,1
1.732,4,1,4,1,4,1
1.734,4,1,4,1,4,1
1.736,4,1,4,1,4,1
1.738,4,1,4,1,4,1
1.74,4,1,4,1,4,1
1.742,4,1,4,1,4,1
1.744,4,1,4,1,4,1
1.746,4,1,4,1,4,1
1.748,4,1,4,1,4,1
1.75,4,1,4,1,4,1
1.752,4,1,4,1,4,1
1.754,4,1,4,1,4,1
1.756,4,1,4,1,4,1
1.758,4,1,4,1,4,1
1.76,4,1,4,1,4,1
1.762,4,1,4,1,4,1
1.764,4,1,4,1,4,1
1.766,4,1,4,1,4,1
1.768,4,1,4,1,4,1
1.77,4,1,4,1,4,1
1.772,4,1,4,1,4,1
1.774,4,1,4,1,4,1
1.776,4,1,4,1,4,1
1.778,4,1,4,1,4,1
1.78,4,1,4,1,4,1
1.782,4,1,4,1,4,1
1.784,4,1,4,1,4,1
1.786,4,1,4,1,4,1
1.788,4,1,4,1,4,1
1.79,4,1,4,1,4,1
1.792,4,1,4,1,4,1
1.794,4,1,4,1,4,1
1.796,4,1,4,1,4,1
1.798,4,1,4,1,4,1
1.8,4,1,4,1,4,1
1.802,4,1,4,1,4,1
1.804,4,1,4,1,4,1
1.806,4,1,4,1,4,1
1.808,4,1,4,1,4,1
1.81,4,1,4,1,4,1
1.812,4,1,4,1,4,1
1.814,4,1,4,1,4,1
1.816,4,1,4,1,4,1
1.818,4,1,4,1,4,1
1.82,4,1,4,1,4,1
1.822,4,1,4,1,4,1
1.824,4,1,4,1,4,1
1.826,4,1,4,1,4,1
1.828,4,1,4,1,4,1
1.83,4,1,4,1,4,1
1.832,4,1,4,1,4,1
1.834,4,1,4,1,4,1
1.836,4,1,4,1,4,1
1.838,4,1,4,1,4,1
1.84,4,1,4,1,4,1
1.842,4,1,4,1,4,1
1.844,4,1,4,1,4,1
1.846,4,1,4,1,4,1
1.848,4,1,4,1,4,1
1.85,4,1,4,1,4,1
1.852,4,1,4,1,4,1
1.854,4,1,4,1,4,1
1.856,4,1,4,1,4,1
1.858,4,1,4,1,4,1
1.86,4,1,4,1,4,1
1.862,4,1,4,1,4,1
1.864,4,1,4,1,4,1
1.866,4,1,4,1,4,1
1.868,4,1,4,1,4,1
1.87,4,1,4,1,4,1
1.872,4,1,4,1,4,1
1.874,4,1,4,1,4,1
1.876,4,1,4,1,4,1
1.878,4,1,4,1,4,1
1.88,4,1,4,1,4,1
1.882,4,1,4,1,4,1
1.884,4,1,4,1,4,1
1.886,4,1,4,1,4,1
1.888,4,1,4,1,4,1
1.89,4,1,4,1,4,1
1.892,4,1,4,1,4,1
1.894,4,1,4,1,4,1
1.896,4,1,4,1,4,1
1.898,4,1,4,1,4,1
1.9,4,1,4,1,4,1
1.902,4,1,4,1,4,1
1.904,4,1,4,1,4,1
1.906,4,1,4,1,4,1
1.908,4,1,4,1,4,1
1.91,4,1,4,1,4,1
1.912,4,1,4,1,4,1
1.914,4,1,4,1,4,1
1.916,4,1,4,1,4,1
1.918,4,1,4,1,4,1
1.92,4,1,4,1,4,1
1.922,4,1,4,1,4,1
1.924,4,1,4,1,4,1
1.926,4,1,4,1,4,1
1.928,4,1,4,1,4,1
1.93,4,1,4,1,4,1
1.932,4,1,4,1,4,1
1.934,4,1,4,1,4,1
1.936,4,1,4,1,4,1
1.938,4,1,4,1,4,1
1.94,4,1,4,1,4,1
1.942,4,1,4,1,4,1
1.944,4,1,4,1,4,1
1.946,4,1,4,1,4,1
1.948,4,1,4,1,4,1
1.95,4,1,4,1,4,1
1.952,4,1,4,1,4,1
1.954,4,1,4,1,4,1
1.956,4,1,4,1,4,1
1.958,4,1,4,1,4,1
1.96,4,1,4,1,4,1
1.962,4,1,4,1,4,1
1.964,4,1,4,1,4,1
1.966,4,1,4,1,4,1
1.968,4,1,4,1,4,1
1.97,4,1,4,1,4,1
1.972,4,1,4,1,4,1
1.974,4,1,4,1,4,1
1.976,4,1,4,1,4,1
1.978,4,1,4,1,4,1
1.98,4,1,4,1,4,1
1.982,4,1,4,1,4,1
1.984,4,1,4,1,4,1
1.986,4,1,4,1,4,1
1.988,4,1,4,1,4,1
1.99,4,1,4,1,4,1
1.992,4,1,4,1,4,1
1.994,4,1,4,1,4,1
1.996,4,1,4,1,4,1
1.998,4,1,4,1,4,1
2,4,1,4,1,4,1
2.002,4,1,4,1,4,1
2.004,4,1,4,1,4,1
2.006,4,1,4,1,4,1
2.008,4,1,4,1,4,1
2.01,4,1,4,1,4,1
2.012,4,1,4,1,4,1
2.014,4,1,4,1,4,1
2.016,4,1,4,1,4,1
2.018,4,1,4,1,4,1
2.02,4,1,4,1,4,1
2.022,4,1,4,1,4,1
2.024,4,1,4,1,4,1
2.026,4,1,4,1,4,1
2.028,4,1,4,1,4,1
2.03,4,1,4,1,4,1
2.032,4,1,4,1,4,1
2.034,4,1,4,1,4,1
2.036,4,1,4,1,4,1
2.038,4,1,4,1,4,1
2.04,4,1,4,1,4,1
2.042,4,1,4,1,4,1
2.044,4,1,4,1,4,1
2.046,4,1,4,1,4,1
2.048,4,1,4,1,4,1
2.05,4,1,4,1,4,1
2.052,4,1,4,1,4,1
2.054,4,1,4,1,4,1
2.056,4,1,4,1,4,1
2.058,4,1,4,1,4,1
2.06,4,1,4,1,4,1
2.062,4,1,4,1,4,1
2.064,4,1,4,1,4,1
2.066,4,1,4,1,4,1
2.068,4,1,4,1,4,1
2.07,4,1,4,1,4,1
2.072,4,1,4,1,4,1
2.074,4,1,4,1,4,1
2.076,4,1,4,1,4,1
2.078,4,1,4,1,4,1
2.08,4,1,4,1,4,1
2.082,4,1,4,1,4,1
2.084,4,1,4,1,4,1
2.086,4,1,4,1,4,1
2.088,4,1,4,1,4,1
2.09,4,1,4,1,4,1
2.092,4,1,4,1,4,1
2.094,4,1,4,1,4,1
2.096,4,1,4,1,4,1
2.098,4,1,4,1,4,1
2.1,4,1,4,1,4,1
2.102,4,1,4,1,4,1
2.104,4,1,4,1,4,1
2.106,4,1,4,1,4,1
2.108,4,1,4,1,4,1
2.11,4,1,4,1,4,1
2.112,4,1,4,1,4,1
2.114,4,1,4,1,4,1
2.116,4,1,4,1,4,1
2.118,4,1,4,1,4,1
2.12,4,1,4,1,4,1
2.122,4,1,4,1,4,1
2.124,4,1,4,1,4,1
2.126,4,1,4,1,4,1
2.128,4,1,4,1,4,1
2.13,4,1,4,1,4,1
2.132,4,1,4,1,4,1
2.134,4,1,4,1,4,1
2.136,4,1,4,1,4,1
2.138,4,1,4,1,4,1
2.14,4,1,4,1,4,1
2.142,4,1,4,1,4,1
2.144,4,1,4,1,4,1
2.146,4,1,4,1,4,1
2.148,4,1,4,1,4,1
2.15,4,1,4,1,4,1
2.152,4,1,4,1,4,1
2.154,4,1,4,1,4,1
2.156,4,1,4,1,4,1
2.158,4,1,4,1,4,1
2.16,4,1,4,1,4,1
2.162,4,1,4,1,4,1
2.164,4,1,4,1,4,1
2.166,4,1,4,1,4,1
2.168,4,1,4,1,4,1
2.17,4,1,4,1,4,1
2.172,4,1,4,1,4,1
2.174,4,1,4,1,4,1
2.176,4,1,4,1,4,1
2.178,4,1,4,1,4,1
2.18,4,1,4,1,4,1
2.182,4,1,4,1,4,1
2.184,4,1,4,1,4,1
2.186,4,1,4,1,4,1
2.188,4,1,4,1,4,1
2.19,4,1,4,1,4,1
2.192,4,1,4,1,4,1
2.194,4,1,4,1,4,1
2.196,4,1,4,1,4,1
2.198,4,1,4,1,4,1
2.2,4,1,4,1,4,1
2.202,4,1,4,1,4,1
2.204,4,1,4,1,4,1
2.206,4,1,4,1,4,1
2.208,4,1,4,1,4,1
2.21,4,1,4,1,4,1
2.212,4,1,4,1,4,1
2.214,4,1,4,1,4,1
2.216,4,1,4,1,4,1
2.218,4,1,4,1,4,1
2.22,4,1,4,1,4,1
2.222,4,1,4,1,4,1
2.224,4,1,4,1,4,1
2.226,4,1,4,1,4,1
2.228,4,1,4,1,4,1
2.23,4,1,4,1,4,1
2.232,4,1,4,1,4,1
2.234,4,1,4,1,4,1
2.236,4,1,4,1,4,1
2.238,4,1,4,1,4,1
2.24,4,1,4,1,4,1
2.242,4,1,4,1,4,1
2.244,4,1,4,1,4,1
2.246,4,1,4,1,4,1
2.248,4,1,4,1,4,1
2.25,4,1,4,1,4,1
2.252,4,1,4,1,4,1
2.254,4,1,4,1,4,1
2.256,4,1,4,1,4,1
2.258,4,1,4,1,4,1
2.26,4,1,4,1,4,1
2.262,4,1,4,1,4,1
2.264,4,1,4,1,4,1
2.266,4,1,4,1,4,1
2.268,4,1,4,1,4,1
2.27,4,1,4,1,4,1
2.272,4,1,4,1,4,1
2.274,4,1,4,1,4,1
2.276,4,1,4,1,4,1
2.278,4,1,4,1,4,1
2.28,4,1,4,1,4,1
2.282,4,1,4,1,4,1
2.284,4,1,4,1,4,1
2.286,4,1,4,1,4,1
2.288,4,1,4,1,4,1
2.29,4,1,4,1,4,1
2.292,4,1,4,1,4,1
2.294,4,1,4,1,4,1
2.296,4,1,4,1,4,1
2.298,4,1,4,1,4,1
2.3,4,1,4,1,4,1
2.302,4,1,4,1,4,1
2.304,4,1,4,1,4,1
2.306,4,1,4,1,4,1
2.308,4,1,4,1,4,1
2.31,4,1,4,1,4,1
2.312,4,1,4,1,4,1
2.314,4,1,4,1,4,1
2.316,4,1,4,1,4,1
2.318,4,1,4,1,4,1
2.32,4,1,4,1,4,1
2.322,4,1,4,1,4,1
2.324,4,1,4,1,4,1
2.326,4,1,4,1,4,1
2.328,4,1,4,1,4,1
2.33,4,1,4,1,4,1
2.332,4,1,4,1,4,1
2.334,4,1,4,1,4,1
2.336,4,1,4,1,4,1
2.338,4,1,4,1,4,1
2.34,4,1,4,1,4,1
2.342,4,1,4,1,4,1
2.344,4,1,4,1,4,1
2.346,4,1,4,1,4,1
2.348,4,1,4,1,4,1
2.35,4,1,4,1,4,1
2.352,4,1,4,1,4,1
2.354,4,1,4,1,4,1
2.356,4,1,4,1,4,1
2.358,4,1,4,1,4,1
2.36,4,1,4,1,4,1
2.362,4,1,4,1,4,1
2.364,4,1,4,1,4,1
2.366,4,1,4,1,4,1
2.368,4,1,4,1,4,1
2.37,4,1,4,1,4,1
2.372,4,1,4,1,4,1
2.374,4,1,4,1,4,1
2.376,4,1,4,1,4,1
2.378,4,1,4,1,4,1
2.38,4,1,4,1,4,1
2.382,4,1,4,1,4,1
2.384,4,1,4,1,4,1
2.386,4,1,4,1,4,1
2.388,4,1,4,1,4,1
2.39,4,1,4,1,4,1
2.392,4,1,4,1,4,1
2.394,4,1,4,1,4,1
2.396,4,1,4,1,4,1
2.398,4,1,4,1,4,1
2.4,4,1,4,1,4,1
2.402,4,1,4,1,4,1
2.404,4,1,4,1,4,1
2.406,4,1,4,1,4,1
2.408,4,1,4,1,4,1
2.41,4,1,4,1,4,1
2.412,4,1,4,1,4,1
2.414,4,1,4,1,4,1
2.416,4,1,4,1,4,1
2.418,4,1,4,1,4,1
2.42,4,1,4,1,4,1
2.422,4,1,4,1,4,1
2.424,4,1,4,1,4,1
2.426,4,1,4,1,4,1
2.428,4,1,4,1,4,1
2.43,4,1,4,1,4,1
2.432,4,1,4,1,4,1
2.434,4,1,4,1,4,1
2.436,4,1,4,1,4,1
2.438,4,1,4,1,4,1
2.44,4,1,4,1,4,1
2.442,4,1,4,1,4,1
2.444,4,1,4,1,4,1
2.446,4,1,4,1,4,1
2.448,4,1,4,1,4,1
2.45,4,1,4,1,4,1
2.452,4,1,4,1,4,1
2.454,4,1,4,1,4,1
2.456,4,1,4,1,4,1
2.458,4,1,4,1,4,1
2.46,4,1,4,1,4,1
2.462,4,1,4,1,4,1
2.464,4,1,4,1,4,1
2.466,4,1,4,1,4,1
2.468,4,1,4,1,4,1
2.47,4,1,4,1,4,1
2.472,4,1,4,1,4,1
2.474,4,1,4,1,4,1
2.476,4,1,4,1,4,1
2.478,4,1,4,1,4,1
2.48,4,1,4,1,4,1
2.482,4,1,4,1,4,1
2.484,4,1,4,1,4,1
2.486,4,1,4,1,4,1
2.488,4,1,4,1,4,1
2.49,4,1,4,1,4,1
2.492,4,1,4,1,4,1
2.494,4,1,4,1,4,1
2.496,4,1,4,1,4,1
2.498,4,1,4,1,4,1
2.5,4,1,4,1,4,1
2.502,4,1,4,1,4,1
2.504,4,1,4,1,4,1
2.506,4,1,4,1,4,1
2.508,4,1,4,1,4,1
2.51,4,1,4,1,4,1
2.512,4,1,4,1,4,1
2.514,4,1,4,1,4,1
2.516,4,1,4,1,4,1
2.518,4,1,4,1,4,1
2.52,4,1,4,1,4,1
2.522,4,1,4,1,4,1
2.524,4,1,4,1,4,1
2.526,4,1,4,1,4,1
2.528,4,1,4,1,4,1
2.53,4,1,4,1,4,1
2.532,4,1,4,1,4,1
2.534,4,1,4,1,4,1
2.536,4,1,4,1,4,1
2.538,4,1,4,1,4,1
2.54,4,1,4,1,4,1
2.542,4,1,4,1,4,1
2.544,4,1,4,1,4,1
2.546,4,1,4,1,4,1
2.548,4,1,4,1,4,1
2.55,4,1,4,1,4,1
2.552,4,1,4,1,4,1
2.554,4,1,4,1,4,1
2.556,4,1,4,1,4,1
2.558,4,1,4,1,4,1
2.56,4,1,4,1,4,1
2.562,4,1,4,1,4,1
2.564,4,1,4,1,4,1
2.566,4,1,4,1,4,1
2.568,4,1,4,1,4,1
2.57,4,1,4,1,4,1
2.572,4,1,4,1,4,1
2.574,4,1,4,1,4,1
2.576,4,1,4,1,4,1
2.578,4,1,4,1,4,1
2.58,4,1,4,1,4,1
2.582,4,1,4,1,4,1
2.584,4,1,4,1,4,1
2.586,4,1,4,1,4,1
2.588,4,1,4,1,4,1
2.59,4,1,4,1,4,1
2.592,4,1,4,1,4,1
2.594,4,1,4,1,4,1
2.596,4,1,4,1,4,1
2.598,4,1,4,1,4,1
2.6,4,1,4,1,4,1
2.602,4,1,4,1,4,1
2.604,4,1,4,1,4,1
2.606,4,1,4,1,4,1
2.608,4,1,4,1,4,1
2.61,4,1,4,1,4,1
2.612,4,1,4,1,4,1
2.614,4,1,4,1,4,1
2.616,4,1,4,1,4,1
2.618,4,1,4,1,4,1
2.62,4,1,4,1,4,1
2.622,4,1,4,1,4,1
2.624,4,1,4,1,4,1
2.626,4,1,4,1,4,1
2.628,4,1,4,1,4,1
2.63,4,1,4,1,4,1
2.632,4,1,4,1,4,1
2.634,4,1,4,1,4,1
2.636,4,1,4,1,4,1
2.638,4,1,4,1,4,1
2.64,4,1,4,1,4,1
2.642,4,1,4,1,4,1
2.644,4,1,4,1,4,1
2.646,4,1,4,1,4,1
2.648,4,1,4,1,4,1
2.65,4,1,4,1,4,1
2.652,4,1,4,1,4,1
2.654,4,1,4,1,4,1
2.656,4,1,4,1,4,1
2.658,4,1,4,1,4,1
2.66,4,1,4,1,4,1
2.662,4,1,4,1,4,1
2.664,4,1,4,1,4,1
2.666,4,1,4,1,4,1
2.668,4,1,4,1,4,1
2.67,4,1,4,1,4,1
2.672,4,1,4,1,4,1
2.674,4,1,4,1,4,1
2.676,4,1,4,1,4,1
2.678,4,1,4,1,4,1
2.68,4,1,4,1,4,1
2.682,4,1,4,1,4,1
2.684,4,1,4,1,4,1
2.686,4,1,4,1,4,1
2.688,4,1,4,1,4,1
2.69,4,1,4,1,4,1
2.692,4,1,4,1,4,1
2.694,4,1,4,1,4,1
2.696,4,1,4,1,4,1
2.698,4,1,4,1,4,1
2.7,4,1,4,1,4,1
2.702,4,1,4,1,4,1
2.704,4,1,4,1,4,1
2.706,4,1,4,1,4,1
2.708,4,1,4,1,4,1
2.71,4,1,4,1,4,1
2.712,4,1,4,1,4,1
2.714,4,1,4,1,4,1
2.716,4,1,4,1,4,1
2.718,4,1,4,1,4,1
2.72,4,1,4,1,4,1
2.722,4,1,4,1,4,1
2.724,4,1,4,1,4,1
2.726,4,1,4,1,4,1
2.728,4,1,4,1,4,1
2.73,4,1,4,1,4,1
2.732,4,1,4,1,4,1
2.734,4,1,4,1,4,1
2.736,4,1,4,1,4,1
2.738,4,1,4,1,4,1
2.74,4,1,4,1,4,1
2.742,4,1,4,1,4,1
2.744,4,1,4,1,4,1
2.746,4,1,4,1,4,1
2.748,4,1,4,1,4,1
2.75,4,1,4,1,4,1
2.752,4,1,4,1,4,1
2.754,4,1,4,1,4,1
2.756,4,1,4,1,4,1
2.758,4,1,4,1,4,1
2.76,4,1,4,1,4,1
2.762,4,1,4,1,4,1
2.764,4,1,4,1,4,1
2.766,4,1,4,1,4,1
2.768,4,1,4,1,4,1
2.77,4,1,4,1,4,1
2.772,4,1,4,1,4,1
2.774,4,1,4,1,4,1
2.776,4,1,4,1,4,1
2.778,4,1,4,1,4,1
2.78,4,1,4,1,4,1
2.782,4,1,4,1,4,1
2.784,4,1,4,1,4,1
2.786,4,1,4,1,4,1
2.788,4,1,4,1,4,1
2.79,4,1,4,1,4,1
2.792,4,1,4,1,4,1
2.794,4,1,4,1,4,1
2.796,4,1,4,1,4,1
2.798,4,1,4,1,4,1
2.8,4,1,4,1,4,1
2.802,4,1,4,1,4,1
2.804,4,1,4,1,4,1
2.806,4,1,4,1,4,1
2.808,4,1,4,1,4,1
2.81,4,1,4,1,4,1
2.812,4,1,4,1,4,1
2.814,4,1,4,1,4,1
2.816,4,1,4,1,4,1
2.818,4,1,4,1,4,1
2.82,4,1,4,1,4,1
2.822,4,1,4,1,4,1
2.824,4,1,4,1,4,1
2.826,4,1,4,1,4,1
2.828,4,1,4,1,4,1
2.83,4,1,4,1,4,1
2.832,4,1,4,1,4,1
2.834,4,1,4,1,4,1
2.836,4,1,4,1,4,1
2.838,4,1,4,1,4,1
2.84,4,1,4,1,4,1
2.842,4,1,4,1,4,1
2.844,4,1,4,1,4,1
2.846,4,1,4,1,4,1
2.848,4,1,4,1,4,1
2.85,4,1,4,1,4,1
2.852,4,1,4,1,4,1
2.854,4,1,4,1,4,1
2.856,4,1,4,1,4,1
2.858,4,1,4,1,4,1
2.86,4,1,4,1,4,1
2.862,4,1,4,1,4,1
2.864,4,1,4,1,4,1
2.866,4,1,4,1,4,1
2.868,4,1,4,1,4,1
2.87,4,1,4,1,4,1
2.872,4,1,4,1,4,1
2.874,4,1,4,1,4,1
2.876,4,1,4,1,4,1
2.878,4,1,4,1,4,1
2.88,4,1,4,1,4,1
2.882,4,1,4,1,4,1
2.884,4,1,4,1,4,1
2.886,4,1,4,1,4,1
2.888,4,1,4,1,4,1
2.89,4,1,4,1,4,1
2.892,4,1,4,1,4,1
2.894,4,1,4,1,4,1
2.896,4,1,4,1,4,1
2.898,4,1,4,1,4,1
2.9,4,1,4,1,4,1
2.902,4,1,4,1,4,1
2.904,4,1,4,1,4,1
2.906,4,1,4,1,4,1
2.908,4,1,4,1,4,1
2.91,4,1,4,1,4,1
2.912,4,1,4,1,4,1
2.914,4,1,4,1,4,1
2.916,4,1,4,1,4,1
2.918,4,1,4,1,4,1
2.92,4,1,4,1,4,1
2.922,4,1,4,1,4,1
2.924,4,1,4,1,4,1
2.926,4,1,4,1,4,1
2.928,4,1,4,1,4,1
2.93,4,1,4,1,4,1
2.932,4,1,4,1,4,1
2.934,4,1,4,1,4,1
2.936,4,1,4,1,4,1
2.938,4,1,4,1,4,1
2.94,4,1,4,1,4,1
2.942,4,1,4,1,4,1
2.944,4,1,4,1,4,1
2.946,4,1,4,1,4,1
2.948,4,1,4,1,4,1
2.95,4,1,4,1,4,1
2.952,4,1,4,1,4,1
2.954,4,1,4,1,4,1
2.956,4,1,4,1,4,1
2.958,4,1,4,1,4,1
2.96,4,1,4,1,4,1
2.962,4,1,4,1,4,1
2.964,4,1,4,1,4,1
2.966,4,1,4,1,4,1
2.968,4,1,4,1,4,1
2.97,4,1,4,1,4,1
2.972,4,1,4,1,4,1
2.974,4,1,4,1,4,1
2.976,4,1,4,1,4,1
2.978,4,1,4,1,4,1
2.98,4,1,4,1,4,1
2.982,4,1,4,1,4,1
2.984,4,1,4,1,4,1
2.986,4,1,4,1,4,1
2.988,4,1,4,1,4,1
2.99,4,1,4,1,4,1
2.992,4,1,4,1,4,1
2.994,4,1,4,1,4,1
2.996,4,1,4,1,4,1
2.998,4,1,4,1,4,1
3,4,1,4,1,4,1
3,4,4,4,4,4,4
3.002,4,4,4,4,4,4
3.004,4,4,4,4,4,4
3.006,4,4,4,4,4,4
3.008,4,4,4,4,4,4
3.01,4,4,4,4,4,4
3.012,4,4,4,4,4,4
3.014,4,4,4,4,4,4
3.016,4,4,4,4,4,4
3.018,4,4,4,4,4,4
3.02,4,4,4,4,4,4
3.022,4,4,4,4,4,4
3.024,4,4,4,4,4,4
3.026,4,4,4,4,4,4
3.028,4,4,4,4,4,4
3.03,4,4,4,4,4,4
3.032,4,4,4,4,4,4
3.034,4,4,4,4,4,4
3.036,4,4,4,4,4,4
3.038,4,4,4,4,4,4
3.04,4,4,4,4,4,4
3.042,4,4,4,4,4,4
3.044,4,4,4,4,4,4
3.046,4,4,4,4,4,4
3.048,4,4,4,4,4,4
3.05,4,4,4,4,4,4
3.052,4,4,4,4,4,4
3.054,4,4,4,4,4,4
3.056,4,4,4,4,4,4
3.058,4,4,4,4,4,4
3.06,4,4,4,4,4,4
3.062,4,4,4,4,4,4
3.064,4,4,4,4,4,4
3.066,4,4,4,4,4,4
3.068,4,4,4,4,4,4
3.07,4,4,4,4,4,4
3.072,4,4,4,4,4,4
3.074,4,4,4,4,4,4
3.076,4,4,4,4,4,4
3.078,4,4,4,4,4,4
3.08,4,4,4,4,4,4
3.082,4,4,4,4,4,4
3.084,4,4,4,4,4,4
3.086,4,4,4,4,4,4
3.088,4,4,4,4,4,4
3.09,4,4,4,4,4,4
3.092,4,4,4,4,4,4
3.094,4,4,4,4,4,4
3.096,4,4,4,4,4,4
3.098,4,4,4,4,4,4
3.1,4,4,4,4,4,4
3.102,4,4,4,4,4,4
3.104,4,4,4,4,4,4
3.106,4,4,4,4,4,4
3.108,4,4,4,4,4,4
3.11,4,4,4,4,4,4
3.112,4,4,4,4,4,4
3.114,4,4,4,4,4,4
3.116,4,4,4,4,4,4
3.118,4,4,4,4,4,4
3.12,4,4,4,4,4,4
3.122,4,4,4,4,4,4
3.124,4,4,4,4,4,4
3.126,4,4,4,4,4,4
3.128,4,4,4,4,4,4
3.13,4,4,4,4,4,4
3.132,4,4,4,4,4,4
3.134,4,4,4,4,4,4
3.136,4,4,4,4,4,4
3.138,4,4,4,4,4,4
3.14,4,4,4,4,4,4
3.142,4,4,4,4,4,4
3.144,4,4,4,4,4,4
3.146,4,4,4,4,4,4
3.148,4,4,4,4,4,4
3.15,4,4,4,4,4,4
3.152,4,4,4,4,4,4
3.154,4,4,4,4,4,4
3.156,4,4,4,4,4,4
3.158,4,4,4,4,4,4
3.16,4,4,4,4,4,4
3.162,4,4,4,4,4,4
3.164,4,4,4,4,4,4
3.166,4,4,4,4,4,4
3.168,4,4,4,4,4,4
3.17,4,4,4,4,4,4
3.172,4,4,4,4,4,4
3.174,4,4,4,4,4,4
3.176,4,4,4,4,4,4
3.178,4,4,4,4,4,4
3.18,4,4,4,4,4,4
3.182,4,4,4,4,4,4
3.184,4,4,4,4,4,4
3.186,4,4,4,4,4,4
3.188,4,4,4,4,4,4
3.19,4,4,4,4,4,4
3.192,4,4,4,4,4,4
3.194,4,4,4,4,4,4
3.196,4,4,4,4,4,4
3.198,4,4,4,4,4,4
3.2,4,4,4,4,4,4
3.202,4,4,4,4,4,4
3.204,4,4,4,4,4,4
3.206,4,4,4,4,4,4
3.208,4,4,4,4,4,4
3.21,4,4,4,4,4,4
3.212,4,4,4,4,4,4
3.214,4,4,4,4,4,4
3.216,4,4,4,4,4,4
3.218,4,4,4,4,4,4
3.22,4,4,4,4,4,4
3.222,4,4,4,4,4,4
3.224,4,4,4,4,4,4
3.226,4,4,4,4,4,4
3.228,4,4,4,4,4,4
3.23,4,4,4,4,4,4
3.232,4,4,4,4,4,4
3.234,4,4,4,4,4,4
3.236,4,4,4,4,4,4
3.238,4,4,4,4,4,4
3.24,4,4,4,4,4,4
3.242,4,4,4,4,4,4
3.244,4,4,4,4,4,4
3.246,4,4,4,4,4,4
3.248,4,4,4,4,4,4
3.25,4,4,4,4,4,4
3.252,4,4,4,4,4,4
3.254,4,4,4,4,4,4
3.256,4,4,4,4,4,4
3.258,4,4,4,4,4,4
3.26,4,4,4,4,4,4
3.262,4,4,4,4,4,4
3.264,4,4,4,4,4,4
3.266,4,4,4,4,4,4
3.268,4,4,4,4,4,4
3.27,4,4,4,4,4,4
3.272,4,4,4,4,4,4
3.274,4,4,4,4,4,4
3.276,4,4,4,4,4,4
3.278,4,4,4,4,4,4
3.28,4,4,4,4,4,4
3.282,4,4,4,4,4,4
3.284,4,4,4,4,4,4
3.286,4,4,4,4,4,4
3.288,4,4,4,4,4,4
3.29,4,4,4,4,4,4
3.292,4,4,4,4,4,4
3.294,4,4,4,4,4,4
3.296,4,4,4,4,4,4
3.298,4,4,4,4,4,4
3.3,4,4,4,4,4,4
3.302,4,4,4,4,4,4
3.304,4,4,4,4,4,4
3.306,4,4,4,4,4,4
3.308,4,4,4,4,4,4
3.31,4,4,4,4,4,4
3.312,4,4,4,4,4,4
3.314,4,4,4,4,4,4
3.316,4,4,4,4,4,4
3.318,4,4,4,4,4,4
3.32,4,4,4,4,4,4
3.322,4,4,4,4,4,4
3.324,4,4,4,4,4,4
3.326,4,4,4,4,4,4
3.328,4,4,4,4,4,4
3.33,4,4,4,4,4,4
3.332,4,4,4,4,4,4
3.334,4,4,4,4,4,4
3.336,4,4,4,4,4,4
3.338,4,4,4,4,4,4
3.34,4,4,4,4,4,4
3.342,4,4,4,4,4,4
3.344,4,4,4,4,4,4
3.346,4,4,4,4,4,4
3.348,4,4,4,4,4,4
3.35,4,4,4,4,4,4
3.352,4,4,4,4,4,4
3.354,4,4,4,4,4,4
3.356,4,4,4,4,4,4
3.358,4,4,4,4,4,4
3.36,4,4,4,4,4,4
3.362,4,4,4,4,4,4
3.364,4,4,4,4,4,4
3.366,4,4,4,4,4,4
3.368,4,4,4,4,4,4
3.37,4,4,4,4,4,4
3.372,4,4,4,4,4,4
3.374,4,4,4,4,4,4
3.376,4,4,4,4,4,4
3.378,4,4,4,4,4,4
3.38,4,4,4,4,4,4
3.382,4,4,4,4,4,4
3.384,4,4,4,4,4,4
3.386,4,4,4,4,4,4
3.388,4,4,4,4,4,4
3.39,4,4,4,4,4,4
3.392,4,4,4,4,4,4
3.394,4,4,4,4,4,4
3.396,4,4,4,4,4,4
3.398,4,4,4,4,4,4
3.4,4,4,4,4,4,4
3.402,4,4,4,4,4,4
3.404,4,4,4,4,4,4
3.406,4,4,4,4,4,4
3.408,4,4,4,4,4,4
3.41,4,4,4,4,4,4
3.412,4,4,4,4,4,4
3.414,4,4,4,4,4,4
3.416,4,4,4,4,4,4
3.418,4,4,4,4,4,4
3.42,4,4,4,4,4,4
3.422,4,4,4,4,4,4
3.424,4,4,4,4,4,4
3.426,4,4,4,4,4,4
3.428,4,4,4,4,4,4
3.43,4,4,4,4,4,4
3.432,4,4,4,4,4,4
3.434,4,4,4,4,4,4
3.436,4,4,4,4,4,4
3.438,4,4,4,4,4,4
3.44,4,4,4,4,4,4
3.442,4,4,4,4,4,4
3.444,4,4,4,4,4,4
3.446,4,4,4,4,4,4
3.448,4,4,4,4,4,4
3.45,4,4,4,4,4,4
3.452,4,4,4,4,4,4
