"time","Adder1.Adder1.AND.G2.x","Adder1.Adder1.AND.G2.y","Adder1.Adder1.XOR.G2.x","Adder1.Adder1.XOR.G2.y","Adder1.Adder2.AND.G2.x","Adder1.Adder2.AND.G2.y","Adder1.Adder2.XOR.G2.x","Adder1.Adder2.XOR.G2.y","Counter.FF1.RS1.TD1.x","Counter.FF1.RS2.TD1.x","Counter.FF2.RS1.TD1.x","Counter.FF2.RS2.TD1.x","Counter.FF3.RS1.TD1.x","Counter.FF3.RS2.TD1.x"
0.83,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.832,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.834,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.836,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.838,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.84,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.842,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.844,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.846,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.848,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.85,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.852,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.854,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.856,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.858,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.86,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.862,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.864,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.866,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.868,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.87,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.872,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.874,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.876,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.878,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.88,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.882,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.884,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.886,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.888,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.89,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.892,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.894,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.896,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.898,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.9,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.902,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.904,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.906,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.908,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.91,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.912,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.914,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.916,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.918,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.92,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.922,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.924,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.926,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.928,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.93,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.932,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.934,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.936,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.938,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.94,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.942,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.944,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.946,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.948,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.95,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.952,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.954,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.956,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.958,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.96,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.962,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.964,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.966,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.968,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.97,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.972,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.974,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.976,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.978,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.98,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.982,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.984,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.986,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.988,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.99,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.992,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.994,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.996,3,3,3,3,3,3,4,4,4,4,3,4,3,3
0.998,3,3,3,3,3,3,4,4,4,4,3,4,3,3
1,3,3,3,3,3,3,4,4,4,4,3,4,3,3
1,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.0010000000005,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.0010000000005,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.002,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.004,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.006,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.008,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.01,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.012,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.014,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.016,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.018,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.02,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.022,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.024,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.026,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.028,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.03,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.032,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.034,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.036,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.038,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.04,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.042,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.044,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.046,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.048,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.05,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.052,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.054,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.056,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.058,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.06,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.062,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.064,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.066,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.068,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.07,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.072,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.074,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.076,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.078,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.08,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.082,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.084,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.086,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.088,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.09,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.092,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.094,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.096,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.098,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.1,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.102,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.104,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.106,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.108,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.11,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.112,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.114,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.116,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.118,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.12,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.122,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.124,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.126,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.128,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.13,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.132,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.134,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.136,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.138,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.14,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.142,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.144,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.146,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.148,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.15,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.152,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.154,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.156,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.158,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.16,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.162,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.164,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.166,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.168,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.17,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.172,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.174,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.176,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.178,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.18,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.182,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.184,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.186,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.188,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.19,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.192,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.194,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.196,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.198,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.2,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.202,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.204,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.206,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.208,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.21,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.212,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.214,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.216,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.218,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.22,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.222,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.224,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.226,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.228,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.23,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.232,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.234,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.236,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.238,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.24,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.242,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.244,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.246,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.248,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.25,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.252,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.254,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.256,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.258,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.26,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.262,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.264,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.266,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.268,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.27,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.272,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.274,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.276,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.278,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.28,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.282,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.284,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.286,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.288,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.29,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.292,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.294,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.296,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.298,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.3,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.302,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.304,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.306,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.308,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.31,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.312,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.314,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.316,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.318,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.32,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.322,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.324,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.326,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.328,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.33,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.332,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.334,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.336,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.338,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.34,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.342,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.344,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.346,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.348,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.35,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.352,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.354,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.356,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.358,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.36,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.362,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.364,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.366,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.368,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.37,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.372,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.374,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.376,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.378,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.38,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.382,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.384,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.386,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.388,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.39,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.392,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.394,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.396,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.398,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.4,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.402,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.404,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.406,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.408,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.41,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.412,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.414,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.416,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.418,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.42,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.422,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.424,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.426,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.428,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.43,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.432,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.434,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.436,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.438,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.44,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.442,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.444,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.446,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.448,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.45,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.452,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.454,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.456,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.458,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.46,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.462,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.464,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.466,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.468,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.47,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.472,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.474,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.476,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.478,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.48,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.482,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.484,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.486,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.488,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.49,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.492,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.494,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.496,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.498,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.5,3,3,3,3,3,3,4,4,4,3,3,4,3,3
1.5,3,3,4,3,3,3,3,4,3,3,4,4,3,4
1.501,3,3,4,3,3,3,3,4,3,3,4,4,3,4
1.501,3,3,4,4,3,3,4,3,3,3,4,4,3,4
1.502,3,3,4,4,3,3,4,3,3,3,4,4,3,4
1.502,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.504,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.506,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.508,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.51,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.512,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.514,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.516,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.518,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.52,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.522,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.524,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.526,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.528,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.53,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.532,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.534,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.536,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.538,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.54,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.542,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.544,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.546,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.548,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.55,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.552,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.554,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.556,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.558,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.56,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.562,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.564,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.566,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.568,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.57,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.572,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.574,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.576,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.578,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.58,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.582,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.584,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.586,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.588,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.59,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.592,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.594,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.596,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.598,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.6,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.602,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.604,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.606,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.608,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.61,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.612,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.614,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.616,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.618,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.62,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.622,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.624,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.626,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.628,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.63,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.632,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.634,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.636,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.638,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.64,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.642,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.644,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.646,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.648,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.65,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.652,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.654,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.656,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.658,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.66,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.662,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.664,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.666,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.668,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.67,3,3,4,4,3,3,4,4,3,3,4,4,3,4
1.672,3,3,4,4,3,3,4,4,3,3,4,4,3,4
