"time","Adder.AND.G2.x","Adder.AND.G2.y","Adder.XOR.G2.x","Adder.XOR.G2.y"
4.636,3,3,3,3
4.637,3,3,3,3
4.638,3,3,3,3
4.639,3,3,3,3
4.64,3,3,3,3
4.641,3,3,3,3
4.642,3,3,3,3
4.643,3,3,3,3
4.644,3,3,3,3
4.645,3,3,3,3
4.646,3,3,3,3
4.647,3,3,3,3
4.648,3,3,3,3
4.649,3,3,3,3
4.65,3,3,3,3
4.651,3,3,3,3
4.652,3,3,3,3
4.653,3,3,3,3
4.654,3,3,3,3
4.655,3,3,3,3
4.656,3,3,3,3
4.657,3,3,3,3
4.658,3,3,3,3
4.659,3,3,3,3
4.66,3,3,3,3
4.661,3,3,3,3
4.662,3,3,3,3
4.663,3,3,3,3
4.664,3,3,3,3
4.665,3,3,3,3
4.666,3,3,3,3
4.667,3,3,3,3
4.668,3,3,3,3
4.669,3,3,3,3
4.67,3,3,3,3
4.671,3,3,3,3
4.672,3,3,3,3
4.673,3,3,3,3
4.674,3,3,3,3
4.675,3,3,3,3
4.676,3,3,3,3
4.677,3,3,3,3
4.678,3,3,3,3
4.679,3,3,3,3
4.68,3,3,3,3
4.681,3,3,3,3
4.682,3,3,3,3
4.683,3,3,3,3
4.684,3,3,3,3
4.685,3,3,3,3
4.686,3,3,3,3
4.687,3,3,3,3
4.688,3,3,3,3
4.689,3,3,3,3
4.69,3,3,3,3
4.691,3,3,3,3
4.692,3,3,3,3
4.693,3,3,3,3
4.694,3,3,3,3
4.695,3,3,3,3
4.696,3,3,3,3
4.697,3,3,3,3
4.698,3,3,3,3
4.699,3,3,3,3
4.7,3,3,3,3
4.701,3,3,3,3
4.702,3,3,3,3
4.703,3,3,3,3
4.704,3,3,3,3
4.705,3,3,3,3
4.706,3,3,3,3
4.707,3,3,3,3
4.708,3,3,3,3
4.709,3,3,3,3
4.71,3,3,3,3
4.711,3,3,3,3
4.712,3,3,3,3
4.713,3,3,3,3
4.714,3,3,3,3
4.715,3,3,3,3
4.716,3,3,3,3
4.717,3,3,3,3
4.718,3,3,3,3
4.719,3,3,3,3
4.72,3,3,3,3
4.721,3,3,3,3
4.722,3,3,3,3
4.723,3,3,3,3
4.724,3,3,3,3
4.725,3,3,3,3
4.726,3,3,3,3
4.727,3,3,3,3
4.728,3,3,3,3
4.729,3,3,3,3
4.73,3,3,3,3
4.731,3,3,3,3
4.732,3,3,3,3
4.733,3,3,3,3
4.734,3,3,3,3
4.735,3,3,3,3
4.736,3,3,3,3
4.737,3,3,3,3
4.738,3,3,3,3
4.739,3,3,3,3
4.74,3,3,3,3
4.741,3,3,3,3
4.742,3,3,3,3
4.743,3,3,3,3
4.744,3,3,3,3
4.745,3,3,3,3
4.746,3,3,3,3
4.747,3,3,3,3
4.748,3,3,3,3
4.749,3,3,3,3
4.75,3,3,3,3
4.751,3,3,3,3
4.752,3,3,3,3
4.753,3,3,3,3
4.754,3,3,3,3
4.755,3,3,3,3
4.756,3,3,3,3
4.757,3,3,3,3
4.758,3,3,3,3
4.759,3,3,3,3
4.76,3,3,3,3
4.761,3,3,3,3
4.762,3,3,3,3
4.763,3,3,3,3
4.764,3,3,3,3
4.765,3,3,3,3
4.766,3,3,3,3
4.767,3,3,3,3
4.768,3,3,3,3
4.769,3,3,3,3
4.77,3,3,3,3
4.771,3,3,3,3
4.772,3,3,3,3
4.773,3,3,3,3
4.774,3,3,3,3
4.775,3,3,3,3
4.776,3,3,3,3
4.777,3,3,3,3
4.778,3,3,3,3
4.779,3,3,3,3
4.78,3,3,3,3
4.781,3,3,3,3
4.782,3,3,3,3
4.783,3,3,3,3
4.784,3,3,3,3
4.785,3,3,3,3
4.786,3,3,3,3
4.787,3,3,3,3
4.788,3,3,3,3
4.789,3,3,3,3
4.79,3,3,3,3
4.791,3,3,3,3
4.792,3,3,3,3
4.793,3,3,3,3
4.794,3,3,3,3
4.795,3,3,3,3
4.796,3,3,3,3
4.797,3,3,3,3
4.798,3,3,3,3
4.799,3,3,3,3
4.8,3,3,3,3
4.801,3,3,3,3
4.802,3,3,3,3
4.803,3,3,3,3
4.804,3,3,3,3
4.805,3,3,3,3
4.806,3,3,3,3
4.807,3,3,3,3
4.808,3,3,3,3
4.809,3,3,3,3
4.81,3,3,3,3
4.811,3,3,3,3
4.812,3,3,3,3
4.813,3,3,3,3
4.814,3,3,3,3
4.815,3,3,3,3
4.816,3,3,3,3
4.817,3,3,3,3
4.818,3,3,3,3
4.819,3,3,3,3
4.82,3,3,3,3
4.821,3,3,3,3
4.822,3,3,3,3
4.823,3,3,3,3
4.824,3,3,3,3
4.825,3,3,3,3
4.826,3,3,3,3
4.827,3,3,3,3
4.828,3,3,3,3
4.829,3,3,3,3
4.83,3,3,3,3
4.831,3,3,3,3
4.832,3,3,3,3
4.833,3,3,3,3
4.834,3,3,3,3
4.835,3,3,3,3
4.836,3,3,3,3
4.837,3,3,3,3
4.838,3,3,3,3
4.839,3,3,3,3
4.84,3,3,3,3
4.841,3,3,3,3
4.842,3,3,3,3
4.843,3,3,3,3
4.844,3,3,3,3
4.845,3,3,3,3
4.846,3,3,3,3
4.847,3,3,3,3
4.848,3,3,3,3
4.849,3,3,3,3
4.85,3,3,3,3
4.851,3,3,3,3
4.852,3,3,3,3
4.853,3,3,3,3
4.854,3,3,3,3
4.855,3,3,3,3
4.856,3,3,3,3
4.857,3,3,3,3
4.858,3,3,3,3
4.859,3,3,3,3
4.86,3,3,3,3
4.861,3,3,3,3
4.862,3,3,3,3
4.863,3,3,3,3
4.864,3,3,3,3
4.865,3,3,3,3
4.866,3,3,3,3
4.867,3,3,3,3
4.868,3,3,3,3
4.869,3,3,3,3
4.87,3,3,3,3
4.871,3,3,3,3
4.872,3,3,3,3
4.873,3,3,3,3
4.874,3,3,3,3
4.875,3,3,3,3
4.876,3,3,3,3
4.877,3,3,3,3
4.878,3,3,3,3
4.879,3,3,3,3
4.88,3,3,3,3
4.881,3,3,3,3
4.882,3,3,3,3
4.883,3,3,3,3
4.884,3,3,3,3
4.885,3,3,3,3
4.886,3,3,3,3
4.887,3,3,3,3
4.888,3,3,3,3
4.889,3,3,3,3
4.89,3,3,3,3
4.891,3,3,3,3
4.892,3,3,3,3
4.893,3,3,3,3
4.894,3,3,3,3
4.895,3,3,3,3
4.896,3,3,3,3
4.897,3,3,3,3
4.898,3,3,3,3
4.899,3,3,3,3
4.9,3,3,3,3
4.901,3,3,3,3
4.902,3,3,3,3
4.903,3,3,3,3
4.904,3,3,3,3
4.905,3,3,3,3
4.906,3,3,3,3
4.907,3,3,3,3
4.908,3,3,3,3
4.909,3,3,3,3
4.91,3,3,3,3
4.911,3,3,3,3
4.912,3,3,3,3
4.913,3,3,3,3
4.914,3,3,3,3
4.915,3,3,3,3
4.916,3,3,3,3
4.917,3,3,3,3
4.918,3,3,3,3
4.919,3,3,3,3
4.92,3,3,3,3
4.921,3,3,3,3
4.922,3,3,3,3
4.923,3,3,3,3
4.924,3,3,3,3
4.925,3,3,3,3
4.926,3,3,3,3
4.927,3,3,3,3
4.928,3,3,3,3
4.929,3,3,3,3
4.93,3,3,3,3
4.931,3,3,3,3
4.932,3,3,3,3
4.933,3,3,3,3
4.934,3,3,3,3
4.935,3,3,3,3
4.936,3,3,3,3
4.937,3,3,3,3
4.938,3,3,3,3
4.939,3,3,3,3
4.94,3,3,3,3
4.941,3,3,3,3
4.942,3,3,3,3
4.943,3,3,3,3
4.944,3,3,3,3
4.945,3,3,3,3
4.946,3,3,3,3
4.947,3,3,3,3
4.948,3,3,3,3
4.949,3,3,3,3
4.95,3,3,3,3
4.951,3,3,3,3
4.952,3,3,3,3
4.953,3,3,3,3
4.954,3,3,3,3
4.955,3,3,3,3
4.956,3,3,3,3
4.957,3,3,3,3
4.958,3,3,3,3
4.959,3,3,3,3
4.96,3,3,3,3
4.961,3,3,3,3
4.962,3,3,3,3
4.963,3,3,3,3
4.964,3,3,3,3
4.965,3,3,3,3
4.966,3,3,3,3
4.967,3,3,3,3
4.968,3,3,3,3
4.969,3,3,3,3
4.97,3,3,3,3
4.971,3,3,3,3
4.972,3,3,3,3
4.973,3,3,3,3
4.974,3,3,3,3
4.975,3,3,3,3
4.976,3,3,3,3
4.977,3,3,3,3
4.978,3,3,3,3
4.979,3,3,3,3
4.98,3,3,3,3
4.981,3,3,3,3
4.982,3,3,3,3
4.983,3,3,3,3
4.984,3,3,3,3
4.985,3,3,3,3
4.986,3,3,3,3
4.987,3,3,3,3
4.988,3,3,3,3
4.989,3,3,3,3
4.99,3,3,3,3
4.991,3,3,3,3
4.992,3,3,3,3
4.993,3,3,3,3
4.994,3,3,3,3
4.995,3,3,3,3
4.996,3,3,3,3
4.997,3,3,3,3
4.998,3,3,3,3
4.999,3,3,3,3
5,3,3,3,3
5,3,3,3,3
